店號,店名,縣巿,地址,電話
164777,春龍,台北市,中山區長春路257號,02-25021405
209719,京旺,台北市,中山區南京東路一段92號1樓,02-25239652
167260,吉鑫,台北市,中山區南京東路二段11號1樓,02-25420316
991584,威克,台北市,中山區南京東路三段208號1樓,02-87738717
240754,國京,台北市,中山區南京東路三段21號1樓,02-25075809
243074,新寶,台北市,中山區建國北路一段156號一樓,02-25177446
194572,復錦,台北市,中山區復興北路348號1樓,02-25160812
242358,常榮,台北市,中山區復興北路514巷39號41號1樓,02-25000249
215943,明美,台北市,中山區敬業一路130號1樓,02-85011701
265775,樂明,台北市,中山區敬業一路56號,02-85015183
194077,萬濠,台北市,中山區敬業四路1號1樓,02-85029120
200804,鑫德惠,台北市,中山區德惠街15號1樓,02-25995347
214526,基河,台北市,中山區樂群二路206號1樓,02-85029131
996741,元大,台北市,中山區遼寧街110號1樓,02-25148676
235800,遼寧,台北市,中山區遼寧街160號1樓,02-25013476
287225,錦北,台北市,中山區錦州街8號,02-25418586
263757,錦龍,台北市,中山區龍江路281-1號,02-25080595
239547,榮星,台北市,中山區龍江路322號,02-25094506
956673,榮金,台北市,中山區龍江路384巷1號384巷3號,02-25013144
252481,德金,台北市,中正區八德路一段29號,02-23211677
214733,欣漢華,台北市,中正區中華路一段41號1樓,02-23613686
118899,掬華,台北市,中正區中華路二段405號407號,02-23375810
213648,微風1,台北市,中正區北平西路3號1樓,02-23142879
187057,鑫泉州,台北市,中正區汀州路一段285號一樓,02-23054054
240411,同州,台北市,中正區同安街62號1樓,02-23677326
185279,新愛國,台北市,中正區延平南路177號,02-23710027
258766,森光,台北市,中正區忠孝西路一段47號B1(櫃號KB111),02-23141016
248862,北車,台北市,中正區忠孝西路一段49號地下1樓(13號14號15號販賣店),02-23880571
242107,讚前,台北市,中正區忠孝西路一段50之1號地下街(8-2.8-3.8-4),02-23821142
874252,華山,台北市,中正區忠孝東路一段138號,02-23214407
252377,忠孝東,台北市,中正區忠孝東路一段72號76號1樓,02-23225861
251835,重南,台北市,中正區武昌街一段1-2號1樓,02-23884895
216865,杭信,台北市,中正區信義路二段15號1樓,02-23584603
183309,鑫國語,台北市,中正區南昌路一段135號1樓,02-23584429
275897,南昌,台北市,中正區南昌路一段67號69號1樓,02-23971206
252218,羅昌,台北市,中正區南昌路二段206號1樓,02-23678289
236618,紹興,台北市,中正區紹興北街37號1樓,02-23224595
170299,開博,台北市,中正區開封街一段40號42號1樓,02-23119208
253657,新文華,台北市,中正區廈門街77號77之1號1樓,02-23658130
249669,牯嶺,台北市,中正區廈門街99巷19-2號1樓,02-23686248
279109,新南,台北市,中正區新生南路一段126-7號,02-23435207
118420,鑫重寧,台北市,中正區寧波西街86號1樓,02-33225836
184793,警廣,台北市,中正區廣州街10-2號10-3號10-4部分號1樓,02-23717603
996110,鑫大孝,台北市,中正區黎明里重慶南路一段1-1號一樓,02-23719010
119582,新格蘭,台北市,中正區衡陽路27號,02-23705929
202497,鑫衡陽,台北市,中正區衡陽路6號1樓,02-23316456
253897,慶陽,台北市,中正區衡陽路93號1樓,02-23707454
264875,濟新,台北市,中正區濟南路二段50號,02-33224217
260851,統新,台北市,中正區臨沂街27巷10號1樓,02-23944861
274089,羅亭,台北市,中正區羅斯福路二段68號,02-23929446
991850,長鴻,台北市,內湖區大湖山莊街219巷6號8號1樓,02-87910970
197043,墘都,台北市,內湖區內湖路一段669號,02-87977260
913621,馨瑩,台北市,內湖區內湖路一段91巷2號,02-26574995
239695,達人,台北市,內湖區內湖路二段249號251號,02-27945695
277620,金龍,台北市,內湖區內湖路二段407號409號411號1樓,02-87917475
261810,鑫文德,台北市,內湖區文德路99號1樓,02-87977622
250038,名寶,台北市,內湖區民權東路六段180巷17號19號,02-87914208
900636,德福,台北市,內湖區成功路四段30巷27號29號31號,02-27943371
253196,成湖,台北市,內湖區成功路四段346號,02-87910570
235051,鑫江南,台北市,內湖區江南街10號1樓,02-87513943
185888,彩龍,台北市,內湖區行善路35號1F,02-87902990
195704,金聯發,台北市,內湖區金龍路137號1樓,02-27941161
286370,瑞東,台北市,內湖區洲子街102號1樓,02-87514830
283430,康雲,台北市,內湖區康寧路一段160號,02-27922754
234483,紫雲,台北市,內湖區康寧路一段263號265號1樓,02-27932947
275358,紫新,台北市,內湖區康寧路一段34號,02-27949151
283500,康寧,台北市,內湖區康寧路三段26巷1號,02-26328942
882792,晏揚,台北市,內湖區康寧路三段99巷14號康寧路三段99巷12弄2號,02-26345565
196464,港華,台北市,內湖區港華街46號1樓,02-27997851
252883,富港,台北市,內湖區港墘路46號48號1樓,02-87512984
284721,紫陽,台北市,內湖區紫陽里陽光街159號,02-87512875
239628,里昂,台北市,內湖區瑞光路406號1樓,02-87514839
183996,瑞景,台北市,內湖區瑞光路583巷30號1樓,02-87513436
201841,日內瓦,台北市,內湖區瑞光路76巷59號1樓,02-87912964
183572,華興,台北市,文山區木柵路一段284號286號1樓,02-29371244
855398,木柵,台北市,文山區木柵路二段157號,02-29371739
990053,新安康,台北市,文山區木柵路二段88號90號1樓興隆路四段26號,02-29361151
273695,木盛,台北市,文山區木柵路三段88號,02-86611837
253347,博嘉,台北市,文山區木柵路四段117號119號1樓,02-82300388
211077,巨新,台北市,文山區木新路二段212號及木新路二段218巷2號4號,02-29373241
199290,文新,台北市,文山區木新路三段276號,02-22349624
119711,文山,台北市,文山區永安街22巷23號25號1樓,02-29368284
285517,辛亥站,台北市,文山區辛亥路四段132號,02-86639792
189695,文忠,台北市,文山區忠順街二段10號1樓,02-29379722
855354,添恩,台北市,文山區指南路三段8號10號,02-22343580
174888,景高,台北市,文山區景華里景興路14號,02-89316863
261452,景捷,台北市,文山區景福街252號,02-29316909
240260,景興,台北市,文山區景興路113號115號,02-29341840
885609,萬芳,台北市,文山區萬安街23號、25號、27號1樓,02-22390910
236803,北福興,台北市,文山區興旺里福興路20號,02-29350416
198286,興隆,台北市,文山區興隆路二段205號207號1樓,02-29304721
190042,羅斯福,台北市,文山區羅斯福路五段216號,02-29342178
229610,滬江,台北市,文山區羅斯福路六段270號,02-29308537
187286,西安,台北市,北投區大興街44號46號1樓,02-28949299
280589,薇閣,台北市,北投區中央北路一段108號,02-28944880
252942,復興崗,台北市,北投區中央北路二段68之2號68之3號,02-28949719
292962,一德,台北市,北投區中央北路四段513號,02-28984000
279811,北投奇岩,台北市,北投區中央南路二段31號1樓,02-28919349
239145,北投,台北市,北投區中和街222號,02-28941151
250614,清江,台北市,北投區公館路165號1樓.165-1號B1,02-28950047
962209,新豪美,台北市,北投區文林北路98號100號,02-28233553
216991,百齡,台北市,北投區石牌路一段37號,02-28219107
962483,石捷,台北市,北投區石牌路二段8號,02-28208526
236401,立陽,台北市,北投區立農街二段299號1樓,02-28213079
195438,華碩二,台北市,北投區立德路115號3樓,02-28973924
993649,和信醫,台北市,北投區立德路125號1樓,02-28936831
230609,和碩,台北市,北投區立德路15號1樓,02-28919409
274780,光中,台北市,北投區光明路122號,02-28971043
230816,榮陽,台北市,北投區西安街一段345號1樓,02-28212601
167466,福瀛,台北市,北投區西安街二段345號1樓,02-28239491
283108,德致,台北市,北投區明德路87號89號1樓,02-28231984
251477,泉源,台北市,北投區泉源路30號地下一樓,02-28975244
214607,擎天崗,台北市,北投區湖山路一段12號,02-28613652
238625,加賀屋,台北市,北投區溫泉路73巷5號地下二樓之1,02-28941650
170071,東華,台北市,北投區裕民一路40巷1號,02-28262900
264130,商城,台北市,北投區裕民六路111號113號1樓,02-28218731
960753,富邦,台北市,北投區實踐街22號24號,02-28214947
236984,懷得,台北市,北投區懷德街85號1樓,02-28279042
214799,新復勢,台北市,松山區八德路三段200號202號1樓,02-25785350
263539,新饒河,台北市,松山區八德路四段697號1樓,02-27632434
230355,松德,台北市,松山區八德路四段755號1樓,02-27470930
215758,朝福,台北市,松山區三民路115號,02-37652976
282910,民復,台北市,松山區民生東路五段10號1樓,02-27479963
235855,東榮,台北市,松山區民生東路五段71號1樓,02-37655187
164803,東鑫,台北市,松山區民生東路四段55巷10號,02-27196327
199267,敦化,台北市,松山區民權東路三段160巷9號1樓,02-87129627
281180,京復,台北市,松山區光復北路11巷44號,02-27425644
173988,延壽,台北市,松山區延壽街422號,02-27622884
250359,健一,台北市,松山區健康路11號,02-25149369
184782,復春,台北市,松山區復興北路179號,02-27151190
275727,東復,台北市,松山區復興北路313巷25號,02-25472325
906209,樂得,台北市,松山區復興北路35號,02-27401886
241207,錢京,台北市,松山區敦化北路100號1樓,02-27177520
135643,松航,台北市,松山區敦化北路340-9號,02-25454821
254890,松慶,台北市,松山區慶城街1號1樓,02-25450149
210694,松祐,台北市,松山區饒河街90號1樓,02-27460125
253624,春光,台北市,信義區大道路9號11號1樓,02-27590205
253130,後山埤,台北市,信義區中坡北路11號1樓,02-87857818
252975,永吉,台北市,信義區永吉路217號1樓2樓及219號1樓,02-27563192
135241,永信,台北市,信義區永吉路30巷103號,02-27469874
130132,敦厚,台北市,信義區永吉路30巷168弄1號1樓,02-27677884
262961,捷忠,台北市,信義區忠孝東路五段617號,02-87856027
262019,忠隆,台北市,信義區忠孝東路五段71巷6號1樓,02-27654906
284813,松仁,台北市,信義區松仁路213號,02-27299057
195807,富比世,台北市,信義區松仁路246號248號1樓,02-27202571
282851,松錢,台北市,信義區松隆路192號194號1樓,02-27658380
238360,德鄰,台北市,信義區松德路127號129號1樓,02-27272819
264923,慶林,台北市,信義區虎林街151號153號1樓,02-87864998
993041,松高,台北市,信義區基隆路一段141號1樓,02-27670810
238289,中興,台北市,信義區基隆路二段22號,02-27586997
279475,留公,台北市,信義區福德街247號249號,02-27591442
235202,廣林,台北市,信義區福德街84巷52號1樓,02-27590396
121622,玉德,台北市,南港區玉成街150號1樓,02-27863772
148100,向揚,台北市,南港區向陽路166號1樓,02-27831061
257497,港麗,台北市,南港區忠孝東路七段299號,02-26518390
144326,港泰,台北市,南港區忠孝東路七段359號1樓,02-26512992
188326,雄強,台北市,南港區忠孝東路六段276號,02-26516017
978628,林坊,台北市,南港區東新街80巷1號108巷2弄30號,02-27893961
166843,港高鐵,台北市,南港區南港路一段313號B2,02-26517743
170864,鵬馳,台北市,南港區南港路三段49-1號,02-27833783
896458,耀港,台北市,南港區研究院路一段99號1樓之14,02-27881332
185822,研究,台北市,南港區研究院路二段14號,02-26511171
240237,庄研,台北市,南港區研究院路二段152號1樓,02-26539357
277387,胡適,台北市,南港區研究院路二段94號96號98巷1號,02-26512201
209269,重陽,台北市,南港區重陽路179號181號1樓,02-27834391
258641,三井,台北市,南港區經貿二路131號(B1-01300櫃位),02-26534946
197375,港捷,台北市,南港區經貿二路1號,02-26519408
138815,聯成,台北市,南港區聯成里昆陽街150-1號150-3號,02-27893542
248909,中寧,台北市,萬華區中華路二段602-1、602-2號1樓,02-23014902
239411,凱富,台北市,萬華區西園路一段278號1樓,02-23024836
276775,園寶,台北市,萬華區西園路二段281巷29號1樓31號1樓33號1樓,02-23037290
251400,西寧南,台北市,萬華區西寧南路141號1樓2樓,02-23831295
119146,漢寧,台北市,萬華區西寧南路85號,02-23899050
280958,國雙,台北市,萬華區西藏路125巷17號及129-9號,02-23390812
190927,漢陽,台北市,萬華區昆明街197號199號1樓,02-23310744
286299,世運,台北市,萬華區昆明街81號83號,02-23753064
238027,萬忠,台北市,萬華區東園街28巷56號58號,02-23034250
996372,鑫武昌,台北市,萬華區武昌街二段57號1樓,02-23314737
149321,新起,台北市,萬華區長沙街二段87號1樓,02-23147269
148052,青園,台北市,萬華區青年路18號1樓,02-23012464
214397,新峨嵋,台北市,萬華區峨嵋街111之2號之3號,02-23704539
166876,萬東,台北市,萬華區萬大路486巷61號63號65號1樓,02-23379121
286749,鑽寶,台北市,萬華區興義街41號.43號,02-23037525
187781,華江,台北市,萬華區環河南路二段200號1樓,02-23088154
283511,雙環,台北市,萬華區環河南路二段207號,02-23361021
279305,鑫寶,台北市,萬華區寶興街 43號45號1樓,02-23057962
165390,西雅圖,新北市,八里區中山路二段151號153號1樓,02-86305421
242897,Fresh橋港,新北市,八里區商港八路1號1樓,02-26194572
238979,左岸,新北市,八里區龍米路二段230號之1號之2號1樓,02-26108502
207746,浩瀚,新北市,八里區龍形二街2-11號,02-26185995
195302,大立,新北市,三重區力行路一段184號186號1樓,02-29860146
275521,田豐,新北市,三重區三民街150.152號,02-29840325
237792,匯和,新北市,三重區三和路四段390巷2號,02-22865428
273765,荷運,新北市,三重區三和路四段97號.97之1.97之2號1樓,02-22809692
198954,重樂,新北市,三重區三信路196號1樓,02-28559436
252388,集吉,新北市,三重區三賢街61號63號1樓,02-28570294
212243,大心,新北市,三重區大同北路148巷2-1號1.2樓和2-2號,02-29882614
122773,重智,新北市,三重區大智街195號,02-29869556
263333,日揚,新北市,三重區中正北路18之2號之3號之4號1樓,02-89852787
260976,里春,新北市,三重區中正南路125、127號1樓,02-29741095
279073,新洛華,新北市,三重區中華路113號115號,02-29844685
274997,興頂,新北市,三重區中興北街177號,02-29990814
147440,重華,新北市,三重區五華街181號185號1樓,02-28579451
991654,仁仁,新北市,三重區仁愛街50號,02-29763564
996969,天勝,新北市,三重區仁愛街687、689號1樓,02-28571747
276465,元富,新北市,三重區仁義街106、108、110號,02-29869074
266446,元信,新北市,三重區元富一街45號47號1樓2樓,02-29878237
893873,文興,新北市,三重區文化南路7號,02-89727842
208473,義強,新北市,三重區正義北路131.133號,02-29813001
285931,長壽,新北市,三重區正義北路198號200號1樓,02-29817585
128863,三安,新北市,三重區正義北路235號,02-29835596
274296,正陽,新北市,三重區正義北路386號388號,02-29822396
962586,平安,新北市,三重區正義北路51號,02-29871687
275026,義北,新北市,三重區正義北路8號1樓,02-29812234
179632,合康,新北市,三重區永福街179之1及179之2號1樓,02-22807405
236489,三松,新北市,三重區成功二街50號、52號,02-29742517
159465,三好,新北市,三重區自強路四段102號104號1樓,02-89857653
888158,明益,新北市,三重區忠孝路三段61號,02-89882175
173999,重安,新北市,三重區重安街60號及60-1號,02-29724075
259138,捷新,新北市,三重區重新路四段91號91-1號,02-29745184
279327,集美,新北市,三重區集美街107號,02-29772012
158945,美慈,新北市,三重區慈愛街52號,02-22860963
293091,前瞻,新北市,三重區新北大道二段258號,02-29996424
281157,重富,新北市,三重區溪尾街321號323號1樓,02-28571641
279796,美圳,新北市,三重區過圳街14.16號1樓,02-29862234
264211,三田,新北市,三重區福田里三民街274號276號1樓,02-29897011
274517,環德,新北市,三重區福德南路38號1樓,02-29769304
957333,天龍,新北市,三重區龍門路217號219號221號,02-29775504
287007,龍濱,新北市,三重區龍濱路207號209號,02-29769472
252126,集成,新北市,三重區環河南路254巷43之1、43之2號,02-29701031
278298,新北大,新北市,三峽區大學路156號1樓,02-26714880
257866,三峽大學路,新北市,三峽區大學路67號69號1樓,02-26739278
230399,山富,新北市,三峽區中山路9號1.2樓,02-86714574
199854,三角湧,新北市,三峽區中正路二段200號,02-86722785
279051,民昇,新北市,三峽區民生街136號,02-86713134
250670,中園,新北市,三峽區民權街235號1樓,02-86715297
861131,綠洲,新北市,三峽區鳶山里12鄰中山路186號1樓,02-26717933
187482,北大成,新北市,三峽區學成路301號303號1樓,02-86713490
281766,學勤,新北市,三峽區學勤路105號及大德路211號1樓,02-86721564
275495,皇翔,新北市,土城區中央路一段88號1樓、裕民路10-1號.10號.8-1號.8號,02-22645433
217259,高峰,新北市,土城區中央路二段187號,02-22704792
282080,虹海,新北市,土城區中央路四段109號111號1樓,02-22678273
164375,忠華,新北市,土城區中華路一段185號187號1樓,02-22629661
158646,立金,新北市,土城區立德路70號72號,02-22603255
141969,新亞洲,新北市,土城區亞洲路110號112號1樓,02-22693503
209616,利吉,新北市,土城區延吉街261號,02-82731949
259725,新延,新北市,土城區延和路123號125巷1號,02-82732823
285779,承義,新北市,土城區忠承路22號,02-22696941
214180,承天,新北市,土城區承天路1號,02-22687436
239075,德城,新北市,土城區明德路一段139號141號,02-22648474
996202,聖運,新北市,土城區明德路二段157.159號,02-22730671
184184,金裕,新北市,土城區裕民路255號1樓,02-22706865
276753,新裕生,新北市,土城區裕民路57號及55巷2號,02-22632523
209627,海廷,新北市,土城區裕民路92巷22弄2號1樓,02-22707430
126823,新紫城,新北市,土城區福安街38號40號,02-22681974
279774,濬家,新北市,土城區廣明街2號,02-89669773
237105,隆城,新北市,土城區學士路15巷2號17號1樓,02-22647617
266479,城林,新北市,土城區學成路18號20號,02-22706691
284477,學裕,新北市,土城區學成路91巷2號93號1樓,02-22663508
253565,學城,新北市,土城區學府路一段118號,02-22652690
236308,展龍,新北市,土城區學府路二段265號、學海街307號,02-82732504
233136,華夏,新北市,中和區工專路110號112號1樓112號2樓,02-89434958
189086,景鑫,新北市,中和區中正路683號,02-32349418
285355,日昇,新北市,中和區中和路326號1樓,02-29273961
283120,日福,新北市,中和區中和路380號,02-29209816
252492,鑫左岸,新北市,中和區中原街120號122號1樓,02-22254620
895710,富興,新北市,中和區中興里復興路277-1號279號,02-22404174
200837,德偉,新北市,中和區中興街162號164號,02-22429271
238245,景旺,新北市,中和區成功路1號,02-29485754
250496,秀杉,新北市,中和區自立路129號131號,02-29421382
276627,自立,新北市,中和區自立路15巷13號15號1樓,02-29419487
216739,福和,新北市,中和區秀明里大勇街25巷1號1樓,02-29408207
263481,宜安,新北市,中和區宜安路103號1樓,02-29415661
253613,員新,新北市,中和區員山路504號,02-22215243
981990,全茂,新北市,中和區連城路469巷9號11號,02-82286711
263115,和復,新北市,中和區復興路19號,02-29431063
261382,連勝,新北市,中和區景平路513號連勝街1號,02-22423559
274067,景山,新北市,中和區景安路211號213號1樓,02-29469062
277734,景陽,新北市,中和區景新街29號31號33號,02-22433194
263470,禧緻,新北市,中和區華新街156號,02-29448161
163877,連通,新北市,中和區圓通路293號,02-22446708
240363,壽德,新北市,中和區壽德街11號1樓,02-29520956
275716,德旺,新北市,中和區壽德街22號1樓,02-29648813
165703,福泰,新北市,五股區五福路49號51號1樓,02-22933841
248839,成旺,新北市,五股區成泰路三段212號216號218號1樓,02-82922814
985671,利客來,新北市,五股區成泰路三段419號,02-22953384
921149,登福,新北市,五股區登林路76之3號,02-82952765
144359,平溪,新北市,平溪區靜安路二段338號340號,02-24952040
189765,永平,新北市,永和區中山路一段149至153號,02-29279417
165541,豫溪,新北市,永和區中正路702巷1號3號及中正路710號1樓,02-29295836
188197,仁愛,新北市,永和區仁愛路128號130號1樓,02-22316781
211169,園和,新北市,永和區仁愛路267號269號,02-29263845
930981,龍馬,新北市,永和區文化路188號,02-22323194
277871,永和,新北市,永和區文化路7號,02-29291091
238876,有民,新北市,永和區民有街9號11號1樓,02-29495640
181473,永權,新北市,永和區民權路32號34號1樓,02-29440937
265395,新永元,新北市,永和區永元路28號30號,02-29273661
281009,宇陽,新北市,永和區永利路77號,02-29252456
251570,富朋,新北市,永和區永和路二段116號,02-29211897
978606,昇庚,新北市,永和區永貞路182號184號,02-82317044
236319,成金,新北市,永和區成功路二段147號149號1樓,02-29407020
262547,永竹,新北市,永和區竹林路172號174號1樓,02-29266730
810410,永興,新北市,永和區竹林路98號,02-29215441
284145,復美,新北市,永和區秀朗路一段146號,02-29293764
872061,孟揚,新北市,永和區林森路62號,02-29235080
234232,宏圖,新北市,永和區保平路10號12號1樓,02-29265281
251318,秀和,新北市,永和區國中路99號101號,02-22323741
234760,宗美,新北市,永和區福和路76巷2號4號1樓,02-89255722
912282,保鑽,新北市,永和區潭墘里安樂路138號140號,02-29453250
240466,環永,新北市,永和區環河西路二段231號233號1樓,02-22326083
959292,智慧,新北市,汐止區大同路二段281號,02-86421397
263377,汐旺,新北市,汐止區中興里6鄰中興路105號,02-26934931
164456,福仁,新北市,汐止區仁愛路143號1樓福安街51號1樓,02-26496368
277745,白雲,新北市,汐止區民權街二段79號1樓,02-26606510
285919,明園,新北市,汐止區汐萬路二段62巷1號1樓,02-26462170
234003,君勻,新北市,汐止區忠孝東路495號1樓,02-86487534
167732,湖前,新北市,汐止區明峰街120號1樓,02-26958128
254432,新旭勝,新北市,汐止區建成路160巷2號,02-26490241
250429,旭泰,新北市,汐止區建成路57巷1號3號,02-26414436
230562,鑫東冠,新北市,汐止區康寧街459巷3號1樓2樓5號1樓,02-26949521
274861,汐興,新北市,汐止區連興街150號152號1樓,02-26414578
240972,鄉長,新北市,汐止區鄉長路二段16號,02-26917900
251846,青山,新北市,汐止區新興路83-2號,02-86423480
199038,汐福,新北市,汐止區福德一路243號,02-26949011
239400,樟福,新北市,汐止區樟樹一路256號258號1樓,02-26434449
891006,潤安,新北市,汐止區龍安路32號,02-26485573
244387,板和,新北市,板橋區三民路二段145號145-1號153巷1號,02-29553278
243236,板樂,新北市,板橋區三民路二段35巷11號1樓,02-29640581
284765,板府,新北市,板橋區中山路一段158巷4號6號1樓,02-29625901
282172,家豐,新北市,板橋區中山路二段137號1樓,02-29573209
278911,佳翰,新北市,板橋區中山路二段170號,02-29635853
